anchor_mac,azimuth,channel,drone_x,drone_y,drone_z,elevation,rssi,tag_mac,time
20BA36977463,-62,33,1.8,-0.6,1.13,-25,-69,20BA3608EE7D,2026-01-29T09:22:19.0077546Z
20BA36977463,-61,10,1.8,-0.6,1.13,-26,-68,20BA3608EE7D,2026-01-29T09:22:19.2023734Z
20BA36977463,-62,18,1.8,-0.6,1.13,-27,-61,20BA3608EE7D,2026-01-29T09:22:19.3329063Z
20BA36977463,-63,20,1.8,-0.6,1.13,-29,-62,20BA3608EE7D,2026-01-29T09:22:19.5785752Z
20BA36977463,-63,28,1.8,-0.6,1.13,-27,-65,20BA3608EE7D,2026-01-29T09:22:19.8367525Z
20BA36977463,-62,26,1.8,-0.6,1.13,-26,-62,20BA3608EE7D,2026-01-29T09:22:20.0926232Z
20BA36977463,-61,28,1.8,-0.6,1.13,-24,-65,20BA3608EE7D,2026-01-29T09:22:20.3457366Z
20BA36977463,-62,18,1.8,-0.6,1.13,-26,-62,20BA3608EE7D,2026-01-29T09:22:20.5804966Z
20BA36977463,-62,24,1.8,-0.6,1.13,-27,-63,20BA3608EE7D,2026-01-29T09:22:21.0506389Z
20BA36977463,-61,31,1.8,-0.6,1.13,-25,-68,20BA3608EE7D,2026-01-29T09:22:21.3393163Z
20BA36977463,-64,0,1.8,-0.6,1.13,-29,-63,20BA3608EE7D,2026-01-29T09:22:21.6573285Z
20BA36977463,-62,7,1.8,-0.6,1.13,-28,-68,20BA3608EE7D,2026-01-29T09:22:21.839482Z
20BA36977463,-60,25,1.8,-0.6,1.13,-27,-62,20BA3608EE7D,2026-01-29T09:22:22.0852031Z
20BA36977463,-59,25,1.8,-0.6,1.13,-26,-62,20BA3608EE7D,2026-01-29T09:22:22.3430112Z
20BA36977463,-59,22,1.8,-0.6,1.13,-28,-62,20BA3608EE7D,2026-01-29T09:22:22.6994267Z
20BA36977463,-62,0,1.8,-0.6,1.13,-32,-63,20BA3608EE7D,2026-01-29T09:22:22.8407325Z
