anchor_mac,azimuth,channel,drone_x,drone_y,drone_z,elevation,rssi,tag_mac,time
20BA369AFC6B,15,2,1.8,-1.8,1.13,-37,-61,20BA3608EE7D,2026-01-27T10:04:37.741059Z
20BA369AFC6B,15,24,1.8,-1.8,1.13,-37,-63,20BA3608EE7D,2026-01-27T10:04:37.7892609Z
20BA369AFC6B,15,34,1.8,-1.8,1.13,-38,-68,20BA3608EE7D,2026-01-27T10:04:37.8379648Z
20BA369AFC6B,15,8,1.8,-1.8,1.13,-37,-60,20BA3608EE7D,2026-01-27T10:04:37.9319927Z
20BA369AFC6B,15,33,1.8,-1.8,1.13,-38,-67,20BA3608EE7D,2026-01-27T10:04:37.9558293Z
20BA369AFC6B,15,16,1.8,-1.8,1.13,-38,-60,20BA3608EE7D,2026-01-27T10:04:38.0156544Z
20BA369AFC6B,15,31,1.8,-1.8,1.13,-38,-64,20BA3608EE7D,2026-01-27T10:04:38.0421851Z
20BA369AFC6B,15,26,1.8,-1.8,1.13,-39,-61,20BA3608EE7D,2026-01-27T10:04:38.0914722Z
20BA369AFC6B,15,12,1.8,-1.8,1.13,-38,-59,20BA3608EE7D,2026-01-27T10:04:38.132971Z
20BA369AFC6B,15,23,1.8,-1.8,1.13,-39,-60,20BA3608EE7D,2026-01-27T10:04:38.182549Z
20BA369AFC6B,15,11,1.8,-1.8,1.13,-39,-59,20BA3608EE7D,2026-01-27T10:04:38.2495837Z
20BA369AFC6B,16,7,1.8,-1.8,1.13,-39,-60,20BA3608EE7D,2026-01-27T10:04:38.2996358Z
20BA369AFC6B,16,26,1.8,-1.8,1.13,-39,-62,20BA3608EE7D,2026-01-27T10:04:38.3420442Z
20BA369AFC6B,15,17,1.8,-1.8,1.13,-39,-60,20BA3608EE7D,2026-01-27T10:04:38.3994823Z
20BA369AFC6B,15,23,1.8,-1.8,1.13,-40,-61,20BA3608EE7D,2026-01-27T10:04:38.4494041Z
20BA369AFC6B,16,15,1.8,-1.8,1.13,-40,-60,20BA3608EE7D,2026-01-27T10:04:38.5329764Z
20BA369AFC6B,15,21,1.8,-1.8,1.13,-40,-60,20BA3608EE7D,2026-01-27T10:04:38.5492043Z
20BA369AFC6B,15,25,1.8,-1.8,1.13,-40,-62,20BA3608EE7D,2026-01-27T10:04:38.6007149Z
20BA369AFC6B,16,32,1.8,-1.8,1.13,-41,-66,20BA3608EE7D,2026-01-27T10:04:38.6544802Z
20BA369AFC6B,15,27,1.8,-1.8,1.13,-41,-62,20BA3608EE7D,2026-01-27T10:04:38.6897908Z
20BA369AFC6B,15,34,1.8,-1.8,1.13,-41,-67,20BA3608EE7D,2026-01-27T10:04:38.7386553Z
20BA369AFC6B,15,11,1.8,-1.8,1.13,-40,-59,20BA3608EE7D,2026-01-27T10:04:38.7903442Z
20BA369AFC6B,16,14,1.8,-1.8,1.13,-40,-61,20BA3608EE7D,2026-01-27T10:04:38.8424983Z
20BA369AFC6B,16,13,1.8,-1.8,1.13,-41,-60,20BA3608EE7D,2026-01-27T10:04:38.9403204Z
20BA369AFC6B,16,17,1.8,-1.8,1.13,-40,-60,20BA3608EE7D,2026-01-27T10:04:39.0186618Z
20BA369AFC6B,15,26,1.8,-1.8,1.13,-41,-62,20BA3608EE7D,2026-01-27T10:04:39.0829477Z
20BA369AFC6B,15,30,1.8,-1.8,1.13,-41,-65,20BA3608EE7D,2026-01-27T10:04:39.1317777Z
20BA369AFC6B,16,34,1.8,-1.8,1.13,-41,-67,20BA3608EE7D,2026-01-27T10:04:39.197198Z
20BA369AFC6B,16,26,1.8,-1.8,1.13,-41,-62,20BA3608EE7D,2026-01-27T10:04:39.2501819Z
20BA369AFC6B,15,18,1.8,-1.8,1.13,-41,-59,20BA3608EE7D,2026-01-27T10:04:39.2954Z
20BA369AFC6B,16,13,1.8,-1.8,1.13,-41,-59,20BA3608EE7D,2026-01-27T10:04:39.3634981Z
20BA369AFC6B,15,17,1.8,-1.8,1.13,-41,-60,20BA3608EE7D,2026-01-27T10:04:39.3992075Z
20BA369AFC6B,15,17,1.8,-1.8,1.13,-41,-61,20BA3608EE7D,2026-01-27T10:04:39.4448355Z
20BA369AFC6B,15,1,1.8,-1.8,1.13,-40,-61,20BA3608EE7D,2026-01-27T10:04:39.4894493Z
20BA369AFC6B,15,35,1.8,-1.8,1.13,-40,-67,20BA3608EE7D,2026-01-27T10:04:39.5381028Z
20BA369AFC6B,15,21,1.8,-1.8,1.13,-40,-60,20BA3608EE7D,2026-01-27T10:04:39.5903475Z
20BA369AFC6B,15,36,1.8,-1.8,1.13,-40,-66,20BA3608EE7D,2026-01-27T10:04:39.6517144Z
20BA369AFC6B,15,3,1.8,-1.8,1.13,-39,-59,20BA3608EE7D,2026-01-27T10:04:39.7112722Z
20BA369AFC6B,14,35,1.8,-1.8,1.13,-39,-67,20BA3608EE7D,2026-01-27T10:04:39.7331714Z
20BA369AFC6B,14,2,1.8,-1.8,1.13,-38,-60,20BA3608EE7D,2026-01-27T10:04:39.7980455Z
20BA369AFC6B,15,25,1.8,-1.8,1.13,-39,-62,20BA3608EE7D,2026-01-27T10:04:39.8351681Z
20BA369AFC6B,14,26,1.8,-1.8,1.13,-39,-62,20BA3608EE7D,2026-01-27T10:04:39.8825465Z
20BA369AFC6B,14,22,1.8,-1.8,1.13,-40,-60,20BA3608EE7D,2026-01-27T10:04:39.9494476Z
20BA369AFC6B,14,35,1.8,-1.8,1.13,-40,-68,20BA3608EE7D,2026-01-27T10:04:39.9990953Z
20BA369AFC6B,15,11,1.8,-1.8,1.13,-39,-59,20BA3608EE7D,2026-01-27T10:04:40.0496277Z
20BA369AFC6B,15,34,1.8,-1.8,1.13,-39,-67,20BA3608EE7D,2026-01-27T10:04:40.1144679Z
20BA369AFC6B,15,36,1.8,-1.8,1.13,-39,-65,20BA3608EE7D,2026-01-27T10:04:40.1833662Z
20BA369AFC6B,15,0,1.8,-1.8,1.13,-38,-62,20BA3608EE7D,2026-01-27T10:04:40.2167011Z
20BA369AFC6B,15,27,1.8,-1.8,1.13,-39,-61,20BA3608EE7D,2026-01-27T10:04:40.2827628Z
20BA369AFC6B,15,0,1.8,-1.8,1.13,-38,-62,20BA3608EE7D,2026-01-27T10:04:40.3285636Z
20BA369AFC6B,15,35,1.8,-1.8,1.13,-38,-67,20BA3608EE7D,2026-01-27T10:04:40.3424305Z
20BA369AFC6B,14,17,1.8,-1.8,1.13,-38,-60,20BA3608EE7D,2026-01-27T10:04:40.4011232Z
20BA369AFC6B,14,30,1.8,-1.8,1.13,-38,-65,20BA3608EE7D,2026-01-27T10:04:40.4493739Z
20BA369AFC6B,15,33,1.8,-1.8,1.13,-39,-67,20BA3608EE7D,2026-01-27T10:04:40.5163185Z
20BA369AFC6B,15,32,1.8,-1.8,1.13,-39,-66,20BA3608EE7D,2026-01-27T10:04:40.5443871Z
20BA369AFC6B,15,36,1.8,-1.8,1.13,-38,-65,20BA3608EE7D,2026-01-27T10:04:40.6163312Z
