anchor_mac,azimuth,channel,drone_x,drone_y,drone_z,elevation,rssi,tag_mac,time
20BA36977463,-50,2,0.6,-0.6,0.33,-24,-54,20BA3608EE7D,2026-01-28T11:32:11.728567Z
20BA36977463,-50,6,0.6,-0.6,0.33,-24,-54,20BA3608EE7D,2026-01-28T11:32:11.7713168Z
20BA36977463,-50,8,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:11.8285081Z
20BA36977463,-50,34,0.6,-0.6,0.33,-24,-56,20BA3608EE7D,2026-01-28T11:32:11.8861158Z
20BA36977463,-50,10,0.6,-0.6,0.33,-23,-55,20BA3608EE7D,2026-01-28T11:32:11.9430591Z
20BA36977463,-50,27,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:11.9858288Z
20BA36977463,-50,13,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:12.0314804Z
20BA36977463,-50,17,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.1376197Z
20BA36977463,-51,18,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.1387749Z
20BA36977463,-51,10,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:12.2005991Z
20BA36977463,-51,18,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.2316458Z
20BA36977463,-51,24,0.6,-0.6,0.33,-24,-59,20BA3608EE7D,2026-01-28T11:32:12.2776388Z
20BA36977463,-50,23,0.6,-0.6,0.33,-24,-58,20BA3608EE7D,2026-01-28T11:32:12.378996Z
20BA36977463,-50,31,0.6,-0.6,0.33,-24,-56,20BA3608EE7D,2026-01-28T11:32:12.4379354Z
20BA36977463,-50,23,0.6,-0.6,0.33,-24,-58,20BA3608EE7D,2026-01-28T11:32:12.4718345Z
20BA36977463,-51,17,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.5313161Z
20BA36977463,-50,21,0.6,-0.6,0.33,-24,-59,20BA3608EE7D,2026-01-28T11:32:12.5787668Z
20BA36977463,-50,27,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.6280919Z
20BA36977463,-50,27,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.6816198Z
20BA36977463,-50,10,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:12.7456964Z
20BA36977463,-50,29,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.8393345Z
20BA36977463,-49,35,0.6,-0.6,0.33,-24,-56,20BA3608EE7D,2026-01-28T11:32:12.8551477Z
20BA36977463,-50,11,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:12.9367952Z
20BA36977463,-49,30,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.9388286Z
20BA36977463,-49,29,0.6,-0.6,0.33,-24,-57,20BA3608EE7D,2026-01-28T11:32:12.9793792Z
20BA36977463,-49,4,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:13.0179753Z
20BA36977463,-49,3,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:13.0903751Z
20BA36977463,-49,8,0.6,-0.6,0.33,-24,-55,20BA3608EE7D,2026-01-28T11:32:13.1172429Z
20BA36977463,-49,0,0.6,-0.6,0.33,-24,-54,20BA3608EE7D,2026-01-28T11:32:13.192019Z
20BA36977463,-49,3,0.6,-0.6,0.33,-23,-55,20BA3608EE7D,2026-01-28T11:32:13.2273541Z
