anchor_mac,azimuth,channel,drone_x,drone_y,drone_z,elevation,rssi,tag_mac,time
20BA369AFC6B,-2,24,2.4,-1.2,0.73,-38,-61,20BA3608EE7D,2026-01-27T11:19:35.4987523Z
20BA369AFC6B,-2,27,2.4,-1.2,0.73,-38,-60,20BA3608EE7D,2026-01-27T11:19:35.5459744Z
20BA369AFC6B,-2,26,2.4,-1.2,0.73,-38,-61,20BA3608EE7D,2026-01-27T11:19:35.593768Z
20BA369AFC6B,-2,12,2.4,-1.2,0.73,-38,-58,20BA3608EE7D,2026-01-27T11:19:35.6483125Z
20BA369AFC6B,-2,31,2.4,-1.2,0.73,-38,-61,20BA3608EE7D,2026-01-27T11:19:35.6975568Z
20BA369AFC6B,-2,27,2.4,-1.2,0.73,-38,-60,20BA3608EE7D,2026-01-27T11:19:35.7412273Z
20BA369AFC6B,-2,21,2.4,-1.2,0.73,-38,-57,20BA3608EE7D,2026-01-27T11:19:35.8041253Z
20BA369AFC6B,-2,5,2.4,-1.2,0.73,-38,-58,20BA3608EE7D,2026-01-27T11:19:35.8693585Z
20BA369AFC6B,-2,25,2.4,-1.2,0.73,-38,-60,20BA3608EE7D,2026-01-27T11:19:35.9018034Z
20BA369AFC6B,-2,13,2.4,-1.2,0.73,-38,-58,20BA3608EE7D,2026-01-27T11:19:35.9503834Z
20BA369AFC6B,-2,27,2.4,-1.2,0.73,-38,-60,20BA3608EE7D,2026-01-27T11:19:35.9992046Z
20BA369AFC6B,-2,35,2.4,-1.2,0.73,-38,-61,20BA3608EE7D,2026-01-27T11:19:36.0528215Z
20BA369AFC6B,-2,13,2.4,-1.2,0.73,-38,-58,20BA3608EE7D,2026-01-27T11:19:36.0965098Z
20BA369AFC6B,-2,10,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:36.1466305Z
20BA369AFC6B,-2,20,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:36.1934993Z
20BA369AFC6B,-3,26,2.4,-1.2,0.73,-38,-60,20BA3608EE7D,2026-01-27T11:19:36.2491308Z
20BA369AFC6B,-2,6,2.4,-1.2,0.73,-38,-59,20BA3608EE7D,2026-01-27T11:19:36.2957318Z
20BA369AFC6B,-2,8,2.4,-1.2,0.73,-38,-60,20BA3608EE7D,2026-01-27T11:19:36.3449333Z
20BA369AFC6B,-2,24,2.4,-1.2,0.73,-38,-60,20BA3608EE7D,2026-01-27T11:19:36.3902963Z
20BA369AFC6B,-2,33,2.4,-1.2,0.73,-38,-63,20BA3608EE7D,2026-01-27T11:19:36.4364296Z
20BA369AFC6B,-2,19,2.4,-1.2,0.73,-38,-57,20BA3608EE7D,2026-01-27T11:19:36.4846501Z
20BA369AFC6B,-2,2,2.4,-1.2,0.73,-37,-58,20BA3608EE7D,2026-01-27T11:19:36.5491885Z
20BA369AFC6B,-2,5,2.4,-1.2,0.73,-38,-57,20BA3608EE7D,2026-01-27T11:19:36.6014145Z
20BA369AFC6B,-2,24,2.4,-1.2,0.73,-38,-61,20BA3608EE7D,2026-01-27T11:19:36.6569373Z
20BA369AFC6B,-2,33,2.4,-1.2,0.73,-38,-62,20BA3608EE7D,2026-01-27T11:19:36.7060261Z
20BA369AFC6B,-2,1,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:36.7539597Z
20BA369AFC6B,-2,2,2.4,-1.2,0.73,-37,-58,20BA3608EE7D,2026-01-27T11:19:36.7955127Z
20BA369AFC6B,-2,32,2.4,-1.2,0.73,-37,-63,20BA3608EE7D,2026-01-27T11:19:36.8442887Z
20BA369AFC6B,-2,3,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:36.9020299Z
20BA369AFC6B,-2,20,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:36.9483563Z
20BA369AFC6B,-2,4,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:36.9970512Z
20BA369AFC6B,-2,33,2.4,-1.2,0.73,-37,-62,20BA3608EE7D,2026-01-27T11:19:37.0473211Z
20BA369AFC6B,-2,33,2.4,-1.2,0.73,-37,-63,20BA3608EE7D,2026-01-27T11:19:37.0964374Z
20BA369AFC6B,-2,3,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:37.1447851Z
20BA369AFC6B,-2,8,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:37.1981495Z
20BA369AFC6B,-2,23,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:37.2483587Z
20BA369AFC6B,-2,8,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:37.295907Z
20BA369AFC6B,-2,10,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:37.355184Z
20BA369AFC6B,-2,30,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:37.3879658Z
20BA369AFC6B,-3,34,2.4,-1.2,0.73,-37,-61,20BA3608EE7D,2026-01-27T11:19:37.4403049Z
20BA369AFC6B,-3,9,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:37.4884056Z
20BA369AFC6B,-3,4,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:37.5490632Z
20BA369AFC6B,-3,31,2.4,-1.2,0.73,-37,-61,20BA3608EE7D,2026-01-27T11:19:37.5976799Z
20BA369AFC6B,-3,28,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:37.6456758Z
20BA369AFC6B,-3,23,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:37.6943084Z
20BA369AFC6B,-3,34,2.4,-1.2,0.73,-37,-62,20BA3608EE7D,2026-01-27T11:19:37.7557823Z
20BA369AFC6B,-3,22,2.4,-1.2,0.73,-37,-58,20BA3608EE7D,2026-01-27T11:19:37.7974269Z
20BA369AFC6B,-3,21,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:37.8601076Z
20BA369AFC6B,-3,19,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:37.8948433Z
20BA369AFC6B,-3,36,2.4,-1.2,0.73,-37,-61,20BA3608EE7D,2026-01-27T11:19:37.9511395Z
20BA369AFC6B,-3,29,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:37.9969518Z
20BA369AFC6B,-3,0,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:38.0472398Z
20BA369AFC6B,-3,1,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:38.0959174Z
20BA369AFC6B,-3,19,2.4,-1.2,0.73,-37,-56,20BA3608EE7D,2026-01-27T11:19:38.1566858Z
20BA369AFC6B,-3,18,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:38.1988356Z
20BA369AFC6B,-3,16,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:38.2475656Z
20BA369AFC6B,-3,9,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:38.2963473Z
20BA369AFC6B,-3,36,2.4,-1.2,0.73,-36,-61,20BA3608EE7D,2026-01-27T11:19:38.3712623Z
20BA369AFC6B,-3,35,2.4,-1.2,0.73,-36,-60,20BA3608EE7D,2026-01-27T11:19:38.395406Z
20BA369AFC6B,-3,24,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:38.440412Z
20BA369AFC6B,-3,8,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:38.5012708Z
20BA369AFC6B,-3,10,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:38.5390984Z
20BA369AFC6B,-3,31,2.4,-1.2,0.73,-37,-61,20BA3608EE7D,2026-01-27T11:19:38.6002074Z
20BA369AFC6B,-3,25,2.4,-1.2,0.73,-37,-61,20BA3608EE7D,2026-01-27T11:19:38.6487649Z
20BA369AFC6B,-3,30,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:38.7321992Z
20BA369AFC6B,-3,11,2.4,-1.2,0.73,-37,-57,20BA3608EE7D,2026-01-27T11:19:38.7680277Z
20BA369AFC6B,-3,27,2.4,-1.2,0.73,-37,-60,20BA3608EE7D,2026-01-27T11:19:38.8107547Z
20BA369AFC6B,-3,1,2.4,-1.2,0.73,-37,-59,20BA3608EE7D,2026-01-27T11:19:38.8513422Z
20BA369AFC6B,-3,35,2.4,-1.2,0.73,-36,-61,20BA3608EE7D,2026-01-27T11:19:38.9206677Z
