anchor_mac,azimuth,channel,drone_x,drone_y,drone_z,elevation,rssi,tag_mac,time
20BA369AFC6B,74,30,0,-0.6,1.13,0,-72,20BA3608EE7D,2026-01-27T07:20:49.944483Z
20BA369AFC6B,74,35,0,-0.6,1.13,0,-71,20BA3608EE7D,2026-01-27T07:20:50.0328894Z
20BA369AFC6B,74,7,0,-0.6,1.13,-2,-67,20BA3608EE7D,2026-01-27T07:20:50.1640402Z
20BA369AFC6B,74,20,0,-0.6,1.13,-4,-68,20BA3608EE7D,2026-01-27T07:20:50.1989152Z
20BA369AFC6B,74,18,0,-0.6,1.13,-6,-68,20BA3608EE7D,2026-01-27T07:20:50.2482819Z
20BA369AFC6B,74,23,0,-0.6,1.13,-4,-65,20BA3608EE7D,2026-01-27T07:20:50.3403647Z
20BA369AFC6B,74,23,0,-0.6,1.13,-3,-65,20BA3608EE7D,2026-01-27T07:20:50.3719259Z
20BA369AFC6B,74,36,0,-0.6,1.13,-2,-71,20BA3608EE7D,2026-01-27T07:20:50.3875518Z
20BA369AFC6B,74,7,0,-0.6,1.13,-5,-67,20BA3608EE7D,2026-01-27T07:20:50.444663Z
20BA369AFC6B,74,6,0,-0.6,1.13,-7,-67,20BA3608EE7D,2026-01-27T07:20:50.4914111Z
20BA369AFC6B,74,23,0,-0.6,1.13,-4,-65,20BA3608EE7D,2026-01-27T07:20:50.6010242Z
20BA369AFC6B,74,19,0,-0.6,1.13,-6,-69,20BA3608EE7D,2026-01-27T07:20:50.6497538Z
20BA369AFC6B,74,6,0,-0.6,1.13,-8,-67,20BA3608EE7D,2026-01-27T07:20:50.6913292Z
20BA369AFC6B,74,0,0,-0.6,1.13,-6,-66,20BA3608EE7D,2026-01-27T07:20:50.7485652Z
20BA369AFC6B,74,6,0,-0.6,1.13,-8,-67,20BA3608EE7D,2026-01-27T07:20:50.789609Z
20BA369AFC6B,74,24,0,-0.6,1.13,-5,-72,20BA3608EE7D,2026-01-27T07:20:50.8391155Z
20BA369AFC6B,74,15,0,-0.6,1.13,-8,-65,20BA3608EE7D,2026-01-27T07:20:50.8790765Z
20BA369AFC6B,74,0,0,-0.6,1.13,-5,-65,20BA3608EE7D,2026-01-27T07:20:50.9538578Z
20BA369AFC6B,74,31,0,-0.6,1.13,-4,-71,20BA3608EE7D,2026-01-27T07:20:50.9850694Z
20BA369AFC6B,74,21,0,-0.6,1.13,-6,-67,20BA3608EE7D,2026-01-27T07:20:51.0447642Z
20BA369AFC6B,74,19,0,-0.6,1.13,-8,-69,20BA3608EE7D,2026-01-27T07:20:51.093043Z
20BA369AFC6B,74,1,0,-0.6,1.13,-6,-66,20BA3608EE7D,2026-01-27T07:20:51.1328097Z
20BA369AFC6B,74,21,0,-0.6,1.13,-8,-67,20BA3608EE7D,2026-01-27T07:20:51.1967897Z
20BA369AFC6B,74,16,0,-0.6,1.13,-9,-65,20BA3608EE7D,2026-01-27T07:20:51.2446725Z
20BA369AFC6B,74,34,0,-0.6,1.13,-9,-71,20BA3608EE7D,2026-01-27T07:20:51.3256118Z
20BA369AFC6B,74,26,0,-0.6,1.13,-7,-73,20BA3608EE7D,2026-01-27T07:20:51.3582466Z
20BA369AFC6B,74,23,0,-0.6,1.13,-4,-65,20BA3608EE7D,2026-01-27T07:20:51.3904897Z
20BA369AFC6B,66,30,0,-0.6,1.13,-3,-72,20BA3608EE7D,2026-01-27T07:20:51.4590775Z
20BA369AFC6B,67,26,0,-0.6,1.13,-1,-73,20BA3608EE7D,2026-01-27T07:20:51.4807929Z
20BA369AFC6B,67,2,0,-0.6,1.13,1,-67,20BA3608EE7D,2026-01-27T07:20:51.5292764Z
20BA369AFC6B,66,3,0,-0.6,1.13,3,-67,20BA3608EE7D,2026-01-27T07:20:51.5942559Z
20BA369AFC6B,67,0,0,-0.6,1.13,5,-66,20BA3608EE7D,2026-01-27T07:20:51.6625312Z
20BA369AFC6B,65,19,0,-1.2,1.13,-13,-63,20BA3608EE7D,2026-01-27T07:22:03.4723511Z
20BA369AFC6B,66,0,0,-1.2,1.13,-13,-74,20BA3608EE7D,2026-01-27T07:22:03.531875Z
20BA369AFC6B,66,12,0,-1.2,1.13,-13,-64,20BA3608EE7D,2026-01-27T07:22:03.6108602Z
20BA369AFC6B,66,21,0,-1.2,1.13,-13,-66,20BA3608EE7D,2026-01-27T07:22:03.6274365Z
20BA369AFC6B,66,29,0,-1.2,1.13,-13,-62,20BA3608EE7D,2026-01-27T07:22:03.6765003Z
20BA369AFC6B,65,18,0,-1.2,1.13,-14,-63,20BA3608EE7D,2026-01-27T07:22:03.7278926Z
20BA369AFC6B,64,9,0,-1.2,1.13,-13,-65,20BA3608EE7D,2026-01-27T07:22:03.774374Z
20BA369AFC6B,64,16,0,-1.2,1.13,-12,-63,20BA3608EE7D,2026-01-27T07:22:03.823393Z
20BA369AFC6B,63,20,0,-1.2,1.13,-13,-65,20BA3608EE7D,2026-01-27T07:22:03.888319Z
20BA369AFC6B,63,18,0,-1.2,1.13,-14,-63,20BA3608EE7D,2026-01-27T07:22:03.9209349Z
20BA369AFC6B,62,19,0,-1.2,1.13,-14,-63,20BA3608EE7D,2026-01-27T07:22:03.9696027Z
20BA369AFC6B,62,22,0,-1.2,1.13,-14,-67,20BA3608EE7D,2026-01-27T07:22:04.0400596Z
20BA369AFC6B,62,20,0,-1.2,1.13,-15,-64,20BA3608EE7D,2026-01-27T07:22:04.0840232Z
20BA369AFC6B,62,35,0,-1.2,1.13,-12,-61,20BA3608EE7D,2026-01-27T07:22:04.1321795Z
20BA369AFC6B,63,36,0,-1.2,1.13,-9,-61,20BA3608EE7D,2026-01-27T07:22:04.1808016Z
20BA369AFC6B,63,2,0,-1.2,1.13,-9,-72,20BA3608EE7D,2026-01-27T07:22:04.2326127Z
20BA369AFC6B,64,23,0,-1.2,1.13,-10,-67,20BA3608EE7D,2026-01-27T07:22:04.2845239Z
20BA369AFC6B,62,9,0,-1.2,1.13,-9,-65,20BA3608EE7D,2026-01-27T07:22:04.3250934Z
20BA369AFC6B,63,1,0,-1.2,1.13,-10,-72,20BA3608EE7D,2026-01-27T07:22:04.3740923Z
20BA369AFC6B,62,18,0,-1.2,1.13,-10,-63,20BA3608EE7D,2026-01-27T07:22:04.4320746Z
20BA369AFC6B,62,34,0,-1.2,1.13,-7,-61,20BA3608EE7D,2026-01-27T07:22:04.4818117Z
