anchor_mac,azimuth,channel,drone_x,drone_y,drone_z,elevation,rssi,tag_mac,time
20BA36977463,-30,1,0.6,-0.6,1.13,-56,-63,20BA3608EE7D,2026-01-29T09:04:44.2108037Z
20BA36977463,-30,6,0.6,-0.6,1.13,-57,-68,20BA3608EE7D,2026-01-29T09:04:44.4632785Z
20BA36977463,-27,7,0.6,-0.6,1.13,-56,-71,20BA3608EE7D,2026-01-29T09:04:44.7071148Z
20BA36977463,-35,34,0.6,-0.6,1.13,-58,-62,20BA3608EE7D,2026-01-29T09:04:44.9747265Z
20BA36977463,-38,32,0.6,-0.6,1.13,-58,-60,20BA3608EE7D,2026-01-29T09:04:45.2083623Z
20BA36977463,-36,12,0.6,-0.6,1.13,-59,-69,20BA3608EE7D,2026-01-29T09:04:45.4589515Z
20BA36977463,-33,14,0.6,-0.6,1.13,-59,-67,20BA3608EE7D,2026-01-29T09:04:45.9605006Z
20BA36977463,-30,21,0.6,-0.6,1.13,-57,-64,20BA3608EE7D,2026-01-29T09:04:46.3221439Z
20BA36977463,-27,25,0.6,-0.6,1.13,-52,-66,20BA3608EE7D,2026-01-29T09:04:46.4557223Z
20BA36977463,-34,33,0.6,-0.6,1.13,-54,-61,20BA3608EE7D,2026-01-29T09:04:46.7117514Z
20BA36977463,-39,29,0.6,-0.6,1.13,-55,-61,20BA3608EE7D,2026-01-29T09:04:47.5400032Z
20BA36977463,-36,10,0.6,-0.6,1.13,-56,-69,20BA3608EE7D,2026-01-29T09:04:47.7081154Z
20BA36977463,-46,5,0.6,-0.6,1.13,-60,-64,20BA3608EE7D,2026-01-29T09:04:48.0532238Z
20BA36977463,-47,3,0.6,-0.6,1.13,-60,-64,20BA3608EE7D,2026-01-29T09:04:48.2207585Z
20BA36977463,-39,18,0.6,-0.6,1.13,-57,-65,20BA3608EE7D,2026-01-29T09:04:48.4587715Z
20BA36977463,-46,33,0.6,-0.6,1.13,-58,-61,20BA3608EE7D,2026-01-29T09:04:48.7054183Z
20BA36977463,-38,13,0.6,-0.6,1.13,-55,-69,20BA3608EE7D,2026-01-29T09:04:48.9625585Z
20BA36977463,-33,29,0.6,-0.6,1.13,-53,-60,20BA3608EE7D,2026-01-29T09:04:49.4598951Z
20BA36977463,-28,18,0.6,-0.6,1.13,-52,-66,20BA3608EE7D,2026-01-29T09:04:49.7079717Z
20BA36977463,-26,14,0.6,-0.6,1.13,-53,-70,20BA3608EE7D,2026-01-29T09:04:50.2144957Z
20BA36977463,-27,1,0.6,-0.6,1.13,-54,-63,20BA3608EE7D,2026-01-29T09:04:50.5876756Z
20BA36977463,-33,32,0.6,-0.6,1.13,-55,-60,20BA3608EE7D,2026-01-29T09:04:50.7048685Z
20BA36977463,-40,33,0.6,-0.6,1.13,-57,-61,20BA3608EE7D,2026-01-29T09:04:50.9571187Z
20BA36977463,-37,27,0.6,-0.6,1.13,-54,-61,20BA3608EE7D,2026-01-29T09:04:51.4361262Z
20BA36977463,-38,0,0.6,-0.6,1.13,-54,-62,20BA3608EE7D,2026-01-29T09:04:51.6128272Z
20BA36977463,-37,28,0.6,-0.6,1.13,-53,-62,20BA3608EE7D,2026-01-29T09:04:51.7103999Z
20BA36977463,-39,4,0.6,-0.6,1.13,-55,-65,20BA3608EE7D,2026-01-29T09:04:51.9515489Z
20BA36977463,-40,2,0.6,-0.6,1.13,-56,-64,20BA3608EE7D,2026-01-29T09:04:52.2121765Z
20BA36977463,-47,36,0.6,-0.6,1.13,-57,-62,20BA3608EE7D,2026-01-29T09:04:52.6183942Z
20BA36977463,-47,3,0.6,-0.6,1.13,-58,-65,20BA3608EE7D,2026-01-29T09:04:52.6991741Z
20BA36977463,-44,6,0.6,-0.6,1.13,-59,-67,20BA3608EE7D,2026-01-29T09:04:52.9572211Z
20BA36977463,-40,27,0.6,-0.6,1.13,-56,-61,20BA3608EE7D,2026-01-29T09:04:53.2143915Z
20BA36977463,-36,20,0.6,-0.6,1.13,-54,-64,20BA3608EE7D,2026-01-29T09:04:53.6230042Z
20BA36977463,-42,34,0.6,-0.6,1.13,-56,-62,20BA3608EE7D,2026-01-29T09:04:53.7047075Z
20BA36977463,-38,9,0.6,-0.6,1.13,-56,-76,20BA3608EE7D,2026-01-29T09:04:53.9662566Z
20BA36977463,-37,5,0.6,-0.6,1.13,-57,-65,20BA3608EE7D,2026-01-29T09:04:54.2086293Z
20BA36977463,-43,36,0.6,-0.6,1.13,-58,-63,20BA3608EE7D,2026-01-29T09:04:54.5161107Z
20BA36977463,-42,2,0.6,-0.6,1.13,-57,-65,20BA3608EE7D,2026-01-29T09:04:54.7286905Z
20BA36977463,-39,29,0.6,-0.6,1.13,-56,-61,20BA3608EE7D,2026-01-29T09:04:54.9558973Z
20BA36977463,-36,26,0.6,-0.6,1.13,-52,-63,20BA3608EE7D,2026-01-29T09:04:55.2128292Z
20BA36977463,-32,8,0.6,-0.6,1.13,-52,-77,20BA3608EE7D,2026-01-29T09:04:55.5285062Z
20BA36977463,-30,12,0.6,-0.6,1.13,-54,-69,20BA3608EE7D,2026-01-29T09:04:55.7072743Z
20BA36977463,-28,15,0.6,-0.6,1.13,-54,-66,20BA3608EE7D,2026-01-29T09:04:55.9528165Z
20BA36977463,-24,23,0.6,-0.6,1.13,-51,-67,20BA3608EE7D,2026-01-29T09:04:56.2012785Z
20BA36977463,-27,29,0.6,-0.6,1.13,-51,-61,20BA3608EE7D,2026-01-29T09:04:56.6544505Z
20BA36977463,-27,5,0.6,-0.6,1.13,-52,-67,20BA3608EE7D,2026-01-29T09:04:56.7016108Z
20BA36977463,-27,6,0.6,-0.6,1.13,-52,-70,20BA3608EE7D,2026-01-29T09:04:56.9524621Z
20BA36977463,-26,12,0.6,-0.6,1.13,-54,-67,20BA3608EE7D,2026-01-29T09:04:57.2110605Z
20BA36977463,-24,20,0.6,-0.6,1.13,-54,-66,20BA3608EE7D,2026-01-29T09:04:57.4467068Z
20BA36977463,-26,12,0.6,-0.6,1.13,-56,-68,20BA3608EE7D,2026-01-29T09:04:57.7092177Z
20BA36977463,-25,9,0.6,-0.6,1.13,-56,-78,20BA3608EE7D,2026-01-29T09:04:57.9543126Z
20BA36977463,-23,14,0.6,-0.6,1.13,-56,-67,20BA3608EE7D,2026-01-29T09:04:58.2125859Z
20BA36977463,-24,12,0.6,-0.6,1.13,-57,-68,20BA3608EE7D,2026-01-29T09:04:58.4565136Z
20BA36977463,-24,26,0.6,-0.6,1.13,-53,-63,20BA3608EE7D,2026-01-29T09:04:58.7002451Z
20BA36977463,-23,26,0.6,-0.6,1.13,-49,-62,20BA3608EE7D,2026-01-29T09:04:58.9438041Z
20BA36977463,-24,11,0.6,-0.6,1.13,-52,-68,20BA3608EE7D,2026-01-29T09:04:59.2061156Z
20BA36977463,-34,36,0.6,-0.6,1.13,-54,-63,20BA3608EE7D,2026-01-29T09:04:59.6962869Z
20BA36977463,-33,27,0.6,-0.6,1.13,-52,-61,20BA3608EE7D,2026-01-29T09:04:59.9554267Z
20BA36977463,-30,13,0.6,-0.6,1.13,-53,-69,20BA3608EE7D,2026-01-29T09:05:00.1970907Z
20BA36977463,-28,14,0.6,-0.6,1.13,-54,-67,20BA3608EE7D,2026-01-29T09:05:00.4582372Z
20BA36977463,-25,24,0.6,-0.6,1.13,-49,-68,20BA3608EE7D,2026-01-29T09:05:00.7057861Z
20BA36977463,-29,3,0.6,-0.6,1.13,-51,-65,20BA3608EE7D,2026-01-29T09:05:00.9528581Z
20BA36977463,-31,0,0.6,-0.6,1.13,-52,-63,20BA3608EE7D,2026-01-29T09:05:01.2075359Z
20BA36977463,-33,31,0.6,-0.6,1.13,-53,-60,20BA3608EE7D,2026-01-29T09:05:01.4523343Z
20BA36977463,-34,1,0.6,-0.6,1.13,-53,-63,20BA3608EE7D,2026-01-29T09:05:01.701542Z
20BA36977463,-31,20,0.6,-0.6,1.13,-53,-64,20BA3608EE7D,2026-01-29T09:05:01.9540138Z
20BA36977463,-28,26,0.6,-0.6,1.13,-49,-63,20BA3608EE7D,2026-01-29T09:05:02.2297154Z
20BA36977463,-30,30,0.6,-0.6,1.13,-50,-60,20BA3608EE7D,2026-01-29T09:05:02.4564577Z
